frequency_GHz,central_europe_winter,tropics_august,central_europe_summer,standard,arctic_winter,arctic_summer,tropics_february
1.674329999999999927e+02,2.642786052502140706e+02,2.827546067995650674e+02,2.769046239556836895e+02,1.779149401206811660e+02,2.132878260155757744e+02,2.641310648254317357e+02,2.863585830369238465e+02
1.674480000000000075e+02,2.642972626140853549e+02,2.827475161340154841e+02,2.769272707909159976e+02,1.779149982210133771e+02,2.133207321333342747e+02,2.641556981546835914e+02,2.863543206735213289e+02
1.674629999999999939e+02,2.643159181145824732e+02,2.827404065452816440e+02,2.769499191005616581e+02,1.779150566553011856e+02,2.133536978547163301e+02,2.641803413771858686e+02,2.863500426318253176e+02
1.674780000000000086e+02,2.643345716668435443e+02,2.827332780011003024e+02,2.769725687910951706e+02,1.779151154212057691e+02,2.133867232998249506e+02,2.642049944244097901e+02,2.863457488826216490e+02
1.674929999999999950e+02,2.643532231833249853e+02,2.827261304558356869e+02,2.769952197646645118e+02,1.779151745196585637e+02,2.134198086220457355e+02,2.642296572334602160e+02,2.863414393898391950e+02
1.675080000000000098e+02,2.643718725785608967e+02,2.827189638764384085e+02,2.770178719253510167e+02,1.779152339497121886e+02,2.134529539549202468e+02,2.642543297377251861e+02,2.863371141242340627e+02
1.675229999999999961e+02,2.643905197665981177e+02,2.827117782205565959e+02,2.770405251727538598e+02,1.779152937118483635e+02,2.134861594392445454e+02,2.642790118664592001e+02,2.863327730519748116e+02
1.675380000000000109e+02,2.644091646605988899e+02,2.827045734441263107e+02,2.770631794105897825e+02,1.779153538055628303e+02,2.135194252184547565e+02,2.643037035562405208e+02,2.863284161421496492e+02
1.675529999999999973e+02,2.644278071721647052e+02,2.826973495126947000e+02,2.770858345395463402e+02,1.779154142293481016e+02,2.135527514318174553e+02,2.643284047394560616e+02,2.863240433605246267e+02
1.675680000000000121e+02,2.644464472129820365e+02,2.826901063836809840e+02,2.771084904574543657e+02,1.779154749845141055e+02,2.135861382081781699e+02,2.643531153490026782e+02,2.863196546752655536e+02
1.675829999999999984e+02,2.644650846951075209e+02,2.826828440215581963e+02,2.771311470664352328e+02,1.779155360700531787e+02,2.136195856926877639e+02,2.643778353108972397e+02,2.863152500542672669e+02
1.675980000000000132e+02,2.644837195291750049e+02,2.826755623808605833e+02,2.771538042641283823e+02,1.779155974853246960e+02,2.136530940246977650e+02,2.644025645566176195e+02,2.863108294642870533e+02
1.676129999999999995e+02,2.645023516251728779e+02,2.826682614228654415e+02,2.771764619491419239e+02,1.779156592312734233e+02,2.136866633573773413e+02,2.644273030198400534e+02,2.863063928724920970e+02
1.676280000000000143e+02,2.645209808920504884e+02,2.826609411076735228e+02,2.771991200166197586e+02,1.779157213056078319e+02,2.137202938124699187e+02,2.644520506294823008e+02,2.863019402466327961e+02
1.676430000000000007e+02,2.645396072414177979e+02,2.826536013987096112e+02,2.772217783655644894e+02,1.779157837096736614e+02,2.137539855445766364e+02,2.644768073086132745e+02,2.862974715555129137e+02
1.676580000000000155e+02,2.645582305792465831e+02,2.826462422494385578e+02,2.772444368912424579e+02,1.779158464423790917e+02,2.137877386805014339e+02,2.645015729928559836e+02,2.862929867639473400e+02
1.676730000000000018e+02,2.645768508149764102e+02,2.826388636229360145e+02,2.772670954892431041e+02,1.779159095040859881e+02,2.138215533795449232e+02,2.645263476027878369e+02,2.862884858393729814e+02
1.676880000000000166e+02,2.645954678547835215e+02,2.826314654815957397e+02,2.772897540529060052e+02,1.779159728939592640e+02,2.138554297685985546e+02,2.645511310703128629e+02,2.862839687511536226e+02
1.677030000000000030e+02,2.646140816075498492e+02,2.826240477815869099e+02,2.773124124770267827e+02,1.779160366111856320e+02,2.138893679954805691e+02,2.645759233195236106e+02,2.862794354642667258e+02
1.677180000000000177e+02,2.646326919797351707e+02,2.826166104812985509e+02,2.773350706559313608e+02,1.779161006562101193e+02,2.139233682098838187e+02,2.646007242742045946e+02,2.862748859453993759e+02
1.677330000000000041e+02,2.646512988751042030e+02,2.826091535420723631e+02,2.773577284791198849e+02,1.779161650285401208e+02,2.139574305386507547e+02,2.646255338667731394e+02,2.862703201647120750e+02
1.677479999999999905e+02,2.646699022011546276e+02,2.826016769227391023e+02,2.773803858417247170e+02,1.779162297276700144e+02,2.139915551356410219e+02,2.646503520181620388e+02,2.862657380858117335e+02
1.677630000000000052e+02,2.646885018625038697e+02,2.825941805826324185e+02,2.774030426330852492e+02,1.779162947540139328e+02,2.140257421413056420e+02,2.646751786505463429e+02,2.862611396774735795e+02
1.677779999999999916e+02,2.647070977617539711e+02,2.825866644802679275e+02,2.774256987430771915e+02,1.779163601064956026e+02,2.140599916979147679e+02,2.647000136835538910e+02,2.862565249066336719e+02
1.677930000000000064e+02,2.647256898041329123e+02,2.825791285750195811e+02,2.774483540618986694e+02,1.779164257849879220e+02,2.140943039476273668e+02,2.647248570486225390e+02,2.862518937400954542e+02
1.678079999999999927e+02,2.647442778924203139e+02,2.825715728265349753e+02,2.774710084779276826e+02,1.779164917893468214e+02,2.141286790382580421e+02,2.647497086613681745e+02,2.862472461423262757e+02
1.678230000000000075e+02,2.647628619284897695e+02,2.825639971930106640e+02,2.774936618817115459e+02,1.779165581190849537e+02,2.141631171104239399e+02,2.647745684508857380e+02,2.862425820837583501e+02
1.678379999999999939e+02,2.647814418147526112e+02,2.825564016336471127e+02,2.775163141563909335e+02,1.779166247735824129e+02,2.141976183022355258e+02,2.647994363286706516e+02,2.862379015294677060e+02
1.678530000000000086e+02,2.648000174527026616e+02,2.825487861104186322e+02,2.775389651915666036e+02,1.779166917541424198e+02,2.142321827727186019e+02,2.648243122215752692e+02,2.862332044469714560e+02
1.678679999999999950e+02,2.648185887442251669e+02,2.825411505777623802e+02,2.775616148731602948e+02,1.779167590585359164e+02,2.142668106621493678e+02,2.648491960472776441e+02,2.862284908008375623e+02
1.678830000000000098e+02,2.648371555878954382e+02,2.825334949947261975e+02,2.775842630854326103e+02,1.779168266870964601e+02,2.143015021087726950e+02,2.648740877264283995e+02,2.862237605611259141e+02
1.678979999999999961e+02,2.648557178853570804e+02,2.825258193222219916e+02,2.776069097119008688e+02,1.779168946395832904e+02,2.143362572569939459e+02,2.648989871732174493e+02,2.862190136923039177e+02
1.679130000000000109e+02,2.648742755331284684e+02,2.825181235167432305e+02,2.776295546393631639e+02,1.779169629158848522e+02,2.143710762588439422e+02,2.649238943090010139e+02,2.862142501597788282e+02
1.679279999999999973e+02,2.648928284320359694e+02,2.825104075396878329e+02,2.776521977470293905e+02,1.779170315156871709e+02,2.144059592513431198e+02,2.649488090495046890e+02,2.862094699311629711e+02
1.679430000000000121e+02,2.649113764784380010e+02,2.825026713429335246e+02,2.776748389197767324e+02,1.779171004387345931e+02,2.144409063962806670e+02,2.649737313131078054e+02,2.862046729769963349e+02
1.679579999999999984e+02,2.649299195703104033e+02,2.824949148939098791e+02,2.776974780378824335e+02,1.779171696834758336e+02,2.144759178281520917e+02,2.649986610146978023e+02,2.861998592557865777e+02
1.679730000000000132e+02,2.649484576045006179e+02,2.824871381429873054e+02,2.777201149830705162e+02,1.779172392513316083e+02,2.145109936988484094e+02,2.650235980669556284e+02,2.861950287416024707e+02
1.679879999999999995e+02,2.649669904778585305e+02,2.824793410533378051e+02,2.777427496328283496e+02,1.779173091415490831e+02,2.145461341442782839e+02,2.650485423885659770e+02,2.861901813948149993e+02
1.680030000000000143e+02,2.649855180862969064e+02,2.824715235818021597e+02,2.777653818680007589e+02,1.779173793530292187e+02,2.145813393144448185e+02,2.650734938917507293e+02,2.861853171867465448e+02
1.680180000000000007e+02,2.650040403222044461e+02,2.824636856860199714e+02,2.777880115665884659e+02,1.779174498863169163e+02,2.146166093753795394e+02,2.650984524892795662e+02,2.861804360803895406e+02
1.680330000000000155e+02,2.650225570826914918e+02,2.824558273230262557e+02,2.778106386066847335e+02,1.779175207411871611e+02,2.146519444485440147e+02,2.651234180917138588e+02,2.861755380416777825e+02
1.680480000000000018e+02,2.650410682601525991e+02,2.824479484527676050e+02,2.778332628651561436e+02,1.779175919166554820e+02,2.146873446866106860e+02,2.651483906130529817e+02,2.861706230407493194e+02
1.680630000000000166e+02,2.650595737488983445e+02,2.824400490313370824e+02,2.778558842169568379e+02,1.779176634130562604e+02,2.147228102549763946e+02,2.651733699682620227e+02,2.861656910398612013e+02
1.680780000000000030e+02,2.650780734402522967e+02,2.824321290181656536e+02,2.778785025369135155e+02,1.779177352293510523e+02,2.147583412847978082e+02,2.651983560631658179e+02,2.861607420079255348e+02
1.680930000000000177e+02,2.650965672277786211e+02,2.824241883711539458e+02,2.779011177009443827e+02,1.779178073662258441e+02,2.147939379338671131e+02,2.652233488095157554e+02,2.861557759086010719e+02
1.681080000000000041e+02,2.651150550008666187e+02,2.824162270453221026e+02,2.779237295805863255e+02,1.779178798225285050e+02,2.148296003413681774e+02,2.652483481152148102e+02,2.861507927103962743e+02
1.681229999999999905e+02,2.651335366523655352e+02,2.824082449982328171e+02,2.779463380508956334e+02,1.779179525983837493e+02,2.148653286635401969e+02,2.652733538884211839e+02,2.861457923776545726e+02
1.681380000000000052e+02,2.651520120713962569e+02,2.824002421933902838e+02,2.779689429828875973e+02,1.779180256933218232e+02,2.149011230404236130e+02,2.652983660430372765e+02,2.861407748757978879e+02
1.681529999999999916e+02,2.651704811476703298e+02,2.823922185804462401e+02,2.779915442475073064e+02,1.779180991076564453e+02,2.149369836281728396e+02,2.653233844775453463e+02,2.861357401740947921e+02
1.681680000000000064e+02,2.651889437696680716e+02,2.823841741195024042e+02,2.780141417156542047e+02,1.779181728400516249e+02,2.149729105826631894e+02,2.653484091016167099e+02,2.861306882362572424e+02
1.681829999999999927e+02,2.652073998273390316e+02,2.823761087699493260e+02,2.780367352552859188e+02,1.779182468910650812e+02,2.150089040377937408e+02,2.653734398263565026e+02,2.861256190267278043e+02
1.681980000000000075e+02,2.652258492059534660e+02,2.823680224904974239e+02,2.780593247377145758e+02,1.779183212594153929e+02,2.150449641576415729e+02,2.653984765475584595e+02,2.861205325130897563e+02
1.682129999999999939e+02,2.652442917956855695e+02,2.823599152292381405e+02,2.780819100285290233e+02,1.779183959454166200e+02,2.150810910883291740e+02,2.654235191749667706e+02,2.861154286634471191e+02
1.682280000000000086e+02,2.652627274796026882e+02,2.823517869534095439e+02,2.781044909948626014e+02,1.779184709498136669e+02,2.151172849680736761e+02,2.654485676124926385e+02,2.861103074395477392e+02
1.682429999999999950e+02,2.652811561459636209e+02,2.823436376160009900e+02,2.781270675053620494e+02,1.779185462705501948e+02,2.151535459612881596e+02,2.654736217637287723e+02,2.861051688099569219e+02
1.682580000000000098e+02,2.652995776788423541e+02,2.823354671712664299e+02,2.781496394232616467e+02,1.779186219081941829e+02,2.151898742201776997e+02,2.654986815271830665e+02,2.861000127388433611e+02
1.682729999999999961e+02,2.653179919634837347e+02,2.823272755808062584e+02,2.781722066136204035e+02,1.779186978631386751e+02,2.152262698866822745e+02,2.655237468060578863e+02,2.860948391913731257e+02
1.682880000000000109e+02,2.653363988833106646e+02,2.823190628001506752e+02,2.781947689399585215e+02,1.779187741330788128e+02,2.152627331158194579e+02,2.655488175025653845e+02,2.860896481356753043e+02
1.683029999999999973e+02,2.653547983219650064e+02,2.823108287856711627e+02,2.782173262658479302e+02,1.779188507200046843e+02,2.152992640580389434e+02,2.655738935174624089e+02,2.860844395360732619e+02
1.683180000000000121e+02,2.653731901607144437e+02,2.823025734921870935e+02,2.782398784524466464e+02,1.779189276215786890e+02,2.153358628644410828e+02,2.655989747457446697e+02,2.860792133573248748e+02
1.683329999999999984e+02,2.653915742843427097e+02,2.822942968775370218e+02,2.782624253614829399e+02,1.779190048396858685e+02,2.153725296917832566e+02,2.656240610910676310e+02,2.860739695670434912e+02
1.683480000000000132e+02,2.654099505708916240e+02,2.822859988990050510e+02,2.782849668532772398e+02,1.779190823716941168e+02,2.154092646866959626e+02,2.656491524483776629e+02,2.860687081298668772e+02
1.683629999999999995e+02,2.654283189044427331e+02,2.822776795120899465e+02,2.783075027860488149e+02,1.779191602190211370e+02,2.154460680027575563e+02,2.656742487172092524e+02,2.860634290083644373e+02
1.683780000000000143e+02,2.654466791622053847e+02,2.822693386734695196e+02,2.783300330201851125e+02,1.779192383807827298e+02,2.154829397906244139e+02,2.656993497928229431e+02,2.860581321739434770e+02
1.683930000000000007e+02,2.654650312252546200e+02,2.822609763396686731e+02,2.783525574125105209e+02,1.779193168569759393e+02,2.155198802062674872e+02,2.657244555682977420e+02,2.860528175875850252e+02
1.684080000000000155e+02,2.654833749721403251e+02,2.822525924642391715e+02,2.783750758190353736e+02,1.779193956463929283e+02,2.155568893990690356e+02,2.657495659402513866e+02,2.860474852154657128e+02
1.684230000000000018e+02,2.655017102804735600e+02,2.822441870072249799e+02,2.783975880971729566e+02,1.779194747501584857e+02,2.155939675240873044e+02,2.657746808054050121e+02,2.860421350231363249e+02
1.684380000000000166e+02,2.655200370281258415e+02,2.822357599241462367e+02,2.784200941006337189e+02,1.779195541669014631e+02,2.156311147372733217e+02,2.657998000558171157e+02,2.860367669780001734e+02
1.684530000000000030e+02,2.655383550913682029e+02,2.822273111730642654e+02,2.784425936855748205e+02,1.779196338967404643e+02,2.156683311822972655e+02,2.658249235796527046e+02,2.860313810422136953e+02
1.684680000000000177e+02,2.655566643474309103e+02,2.822188407031130168e+02,2.784650867027806385e+02,1.779197139398798697e+02,2.157056170319537500e+02,2.658500512744971616e+02,2.860259771835787319e+02
1.684830000000000041e+02,2.655749646699054551e+02,2.822103484736834389e+02,2.784875730055255758e+02,1.779197942949422213e+02,2.157429724237052540e+02,2.658751830317257259e+02,2.860205553657963264e+02
1.684979999999999905e+02,2.655932559361283438e+02,2.822018344416202353e+02,2.785100524473226642e+02,1.779198749619528996e+02,2.157803975083885746e+02,2.659003187354048237e+02,2.860151155534808254e+02
1.685130000000000052e+02,2.656115380173510516e+02,2.821932985605497493e+02,2.785325248756681162e+02,1.779199559416145462e+02,2.158178924489414499e+02,2.659254582818565495e+02,2.860096577149693076e+02
1.685279999999999916e+02,2.656298107889813878e+02,2.821847407940978201e+02,2.785549901429490660e+02,1.779200372323719819e+02,2.158554573973005404e+02,2.659506015569753004e+02,2.860041818113343197e+02
1.685430000000000064e+02,2.656480741226622513e+02,2.821761610846924100e+02,2.785774480942624223e+02,1.779201188349073561e+02,2.158930925180237921e+02,2.659757484487194006e+02,2.859986878115647642e+02
1.685579999999999927e+02,2.656663278918557580e+02,2.821675593956057355e+02,2.785998985820378380e+02,1.779202007474641505e+02,2.159307979547487832e+02,2.660008988446724629e+02,2.859931756767366551e+02
1.685730000000000075e+02,2.656845719665310526e+02,2.821589356813296945e+02,2.786223414493879886e+02,1.779202829717508791e+02,2.159685738544069125e+02,2.660260526285989044e+02,2.859876453758971593e+02
1.685879999999999939e+02,2.657028062180481243e+02,2.821502898964603219e+02,2.786447765451319469e+02,1.779203655060486540e+02,2.160064203844654855e+02,2.660512096915747975e+02,2.859820968712078866e+02
1.686030000000000086e+02,2.657210305165230579e+02,2.821416219954393796e+02,2.786672037126735404e+02,1.779204483513518369e+02,2.160443377055195242e+02,2.660763699147235570e+02,2.859765301292716799e+02
1.686179999999999950e+02,2.657392447314690003e+02,2.821329319380509446e+02,2.786896227974581848e+02,1.779205315053479239e+02,2.160823259582043647e+02,2.661015331842471028e+02,2.859709451145204753e+02
1.686330000000000098e+02,2.657574487310647555e+02,2.821242196754677707e+02,2.787120336410545747e+02,1.779206149695035606e+02,2.161203853064705811e+02,2.661266993794952214e+02,2.859653417915178011e+02
